,Timestamp,Unnamed: 1,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max
655,2023-10-13,18:00:00,0,12.8,4.46,17.77,3.15,-1.88,8.22,-6.14,-15.38,1.0,6.16,-2.51,13.1,295.42,15.69,352.55,35.41,-34.18,62.05,0.49,0.1,2.4,459.34,361.41,526.11,185316,19110,490697
656,2023-10-14,00:00:00,0,3.6,1.99,5.96,-1.52,-3.8,3.47,-1.12,-5.3,0.66,1.87,-1.82,4.46,240.77,1.08,358.71,33.04,-32.23,73.52,0.1,0.1,0.43,518.64,489.27,540.26,108918,58176,188145
657,2023-10-14,06:00:00,0,2.75,1.08,3.56,1.44,-3.46,2.95,-0.91,-2.94,1.37,0.34,-1.08,2.71,310.11,0.65,358.31,7.79,-28.44,63.76,0.1,0.1,0.63,496.66,477.1,519.52,107458,44006,180874
658,2023-10-14,12:00:00,0,3.88,1.69,4.81,-1.38,-3.55,2.19,-1.52,-3.96,2.12,2.43,-2.11,3.77,234.72,6.75,347.95,39.73,-41.19,73.8,0.1,0.1,0.52,496.05,468.13,513.37,86392,45136,179757
659,2023-10-14,18:00:00,0,2.2,0.9,3.01,-0.46,-2.65,2.06,-0.69,-2.44,2.78,0.54,-1.65,1.59,236.82,8.02,357.39,13.78,-59.23,48.26,0.23,0.1,0.73,482.47,453.7,504.81,89296,53547,172240
660,2023-10-15,00:00:00,0,2.76,1.55,3.25,-2.21,-3.11,2.07,-0.7,-2.1,2.01,0.92,-0.46,2.07,186.23,27.54,231.8,19.3,-10.45,67.26,0.41,0.1,0.9,454.36,422.06,470.33,58238,28655,105056
661,2023-10-15,06:00:00,0,2.26,0.97,2.68,0.63,-1.68,2.25,-0.04,-1.76,1.93,1.35,-0.9,2.5,334.79,0.76,357.4,39.01,-27.5,83.92,0.42,0.1,0.93,415.52,390.73,445.25,46250,24398,126419
662,2023-10-15,12:00:00,0,2.36,1.81,2.8,2.12,-0.51,2.6,0.37,-1.76,1.22,-0.1,-1.41,2.15,0.29,0.82,358.83,-2.44,-41.47,66.76,0.22,0.1,1.13,392.17,376.75,414.14,73262,18581,130884
663,2023-10-15,18:00:00,0,2.48,1.04,3.03,1.85,-2.64,2.83,-0.52,-2.64,0.53,-0.58,-2.53,2.07,328.78,2.8,357.91,-14.26,-76.97,48.13,0.19,0.1,0.99,388.65,359.06,425.91,64300,24841,155317
664,2023-10-16,00:00:00,0,2.73,1.2,3.4,0.55,-2.43,2.48,-1.63,-2.91,1.71,0.45,-1.49,2.23,297.58,13.27,354.35,10.46,-37.29,54.56,0.42,0.17,1.13,373.82,358.39,385.9,30659,19357,89281
665,2023-10-16,06:00:00,0,2.48,1.69,3.01,2.2,-0.9,2.88,0.53,-2.57,1.28,0.29,-1.56,1.67,11.18,0.84,358.77,7.12,-38.72,45.56,0.32,0.1,0.76,352.02,335.35,376.41,61690,32539,120769
666,2023-10-16,12:00:00,0,2.14,1.84,2.79,1.52,0.22,2.51,-0.31,-1.74,1.44,0.91,-0.57,2.25,352.21,3.07,354.31,25.93,-14.61,77.68,0.65,0.3,1.31,341.95,324.29,354.57,42907,24864,92930
667,2023-10-16,18:00:00,0,2.33,1.95,2.83,1.81,1.02,2.38,-1.02,-2.35,0.55,0.75,-1.44,1.86,332.21,8.77,358.23,18.62,-32.55,51.54,0.65,0.2,1.09,325.62,316.13,345.72,25574,15180,52914
668,2023-10-17,00:00:00,0,2.47,2.2,2.81,1.46,0.24,2.01,-1.69,-2.77,-0.54,1.08,-1.53,1.65,311.77,274.87,343.05,25.54,-34.65,43.22,1.19,0.34,1.63,315.32,310.67,334.53,14606,10449,36979
669,2023-10-17,06:00:00,0,2.6,2.03,2.9,1.96,1.28,2.62,-1.0,-1.92,0.02,0.81,-1.39,2.18,334.21,3.96,355.56,18.74,-32.76,56.17,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
670,2023-10-17,12:00:00,0,2.3,1.65,2.7,1.78,0.73,2.36,-1.33,-2.12,-0.73,0.37,-0.44,1.01,322.69,289.23,342.25,9.53,-14.23,22.62,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
671,2023-10-17,18:00:00,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,2.73,1.78,3.74,287.69,279.88,293.72,10917,10000,20069
672,2023-10-18,00:00:00,2,3.87,1.15,6.14,-1.82,-4.5,-0.08,1.05,-2.41,4.5,0.15,-5.12,4.13,147.63,116.13,233.05,3.11,-79.03,84.28,9.73,2.49,30.75,325.3,279.12,384.8,41062,10003,1569611
673,2023-10-18,06:00:00,0,6.59,2.65,12.02,-1.17,-8.3,4.47,0.19,-6.69,5.75,1.37,-8.97,6.6,193.1,41.52,329.51,16.93,-77.71,79.58,6.24,0.13,13.15,332.73,314.0,418.06,57285,26058,225842
674,2023-10-18,12:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
675,2023-10-18,18:00:00,2,6.81,3.83,7.51,-3.82,-5.57,-1.32,4.66,0.23,6.13,-2.84,-5.18,2.1,132.63,112.38,173.88,-24.9,-51.24,16.8,4.51,0.74,8.09,414.51,394.83,427.0,126579,84010,305936
676,2023-10-19,00:00:00,2,6.72,5.77,7.46,-1.25,-5.62,1.71,5.37,0.72,6.69,-2.94,-6.82,3.9,108.06,71.33,167.49,-25.98,-71.75,36.34,3.15,2.22,7.35,398.24,375.78,438.0,95843,64142,189040
677,2023-10-19,06:00:00,0,6.17,5.64,6.91,-2.51,-4.28,0.32,2.73,0.13,4.53,-4.81,-5.98,-3.46,132.12,85.09,175.86,-50.97,-67.25,-35.01,1.5,0.87,3.03,373.53,355.6,388.9,72567,42451,125594
678,2023-10-19,12:00:00,0,5.64,4.14,6.21,-1.89,-4.25,0.67,2.85,-0.74,4.66,-4.55,-5.91,0.14,117.71,67.43,316.42,-52.69,-81.87,1.69,1.53,0.77,3.81,352.13,331.57,370.98,53954,26574,99983
679,2023-10-19,18:00:00,0,4.85,3.66,6.3,-1.58,-4.95,1.45,3.89,1.66,5.52,-1.63,-3.73,2.93,109.93,65.86,151.06,-19.5,-62.25,37.34,1.62,0.42,2.93,329.47,315.08,343.88,47728,25502,73291
680,2023-10-20,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
681,2023-10-20,06:00:00,2,6.14,3.63,8.17,0.4,-3.01,3.15,5.31,1.89,7.13,-0.69,-5.75,5.55,90.73,59.54,128.87,-6.66,-66.2,45.02,6.13,1.01,21.91,367.65,341.51,374.3,25525,9496,41731
682,2023-10-20,12:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
683,2023-10-20,18:00:00,2,9.76,7.92,10.12,-2.43,-4.38,-0.41,5.64,3.95,6.77,-7.46,-8.16,-6.09,114.22,94.23,128.55,-51.1,-61.17,-38.95,0.91,0.61,8.57,337.16,328.8,363.89,24480,10875,77881
684,2023-10-21,00:00:00,1,9.35,7.45,10.17,-2.36,-5.18,-0.09,2.89,-1.92,5.35,-8.25,-9.58,-5.4,138.92,90.29,218.27,-61.99,-80.1,-46.51,10.02,7.58,13.1,330.4,323.3,349.9,16654,10827,30366
685,2023-10-21,06:00:00,1,8.83,7.27,9.63,-3.31,-5.84,-1.83,-2.1,-4.31,-0.17,-7.68,-9.2,-5.74,210.38,178.75,229.08,-61.83,-76.65,-43.18,9.26,6.97,11.1,312.8,306.0,327.1,16360,11701,20588
686,2023-10-21,12:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
687,2023-10-21,18:00:00,2,5.04,3.73,6.78,-2.45,-6.26,1.9,-0.13,-4.3,4.67,-3.85,-5.06,-1.5,186.42,106.97,295.3,-52.07,-69.57,-16.87,7.44,0.43,9.83,298.3,285.52,439.8,25745,13496,159434
688,2023-10-22,00:00:00,0,5.81,2.67,8.76,-2.5,-6.31,1.82,-2.42,-7.27,2.52,-1.34,-6.67,4.88,221.87,4.55,348.4,-14.36,-68.61,81.47,1.61,0.1,3.55,290.8,276.61,403.33,43335,15472,195582
689,2023-10-22,06:00:00,0,7.34,6.11,8.8,-3.87,-5.47,1.33,-0.3,-7.66,4.19,-5.45,-7.17,7.19,201.26,139.78,285.16,-49.12,-64.63,74.36,3.82,0.95,5.45,306.67,289.78,327.47,39706,15997,75511
690,2023-10-22,12:00:00,0,7.69,6.37,9.23,3.54,-2.45,7.94,-5.03,-7.67,5.81,0.01,-8.64,6.97,309.34,20.63,354.65,0.05,-68.87,75.2,3.19,0.61,7.59,323.71,286.97,356.65,53061,16581,146398
691,2023-10-22,18:00:00,0,7.49,5.41,8.23,0.7,-3.63,2.84,0.79,-6.73,4.8,6.76,0.46,7.88,58.49,34.96,323.99,63.95,3.91,83.81,2.57,1.44,3.34,350.76,337.73,371.23,54369,34841,71543
692,2023-10-23,00:00:00,0,6.29,5.14,7.83,2.08,-1.12,5.44,-1.27,-5.61,4.15,4.99,-1.79,7.54,342.93,2.9,358.64,53.82,-18.55,85.06,2.37,0.3,3.81,350.06,327.75,363.38,50083,32742,147543
693,2023-10-23,06:00:00,0,7.11,4.59,7.83,0.55,-2.44,5.19,1.83,-1.36,5.34,6.13,-2.02,7.32,65.96,1.4,358.1,66.77,-22.19,81.9,3.03,1.0,4.57,355.93,337.74,376.71,33898,20039,197385
694,2023-10-23,12:00:00,0,6.36,4.18,7.3,4.41,-2.5,6.07,0.38,-3.38,4.22,3.75,-2.0,6.42,13.33,1.78,357.81,38.65,-18.49,64.58,2.35,0.37,4.55,360.45,329.92,392.09,60885,25812,212374
695,2023-10-23,18:00:00,0,6.55,6.04,6.99,4.08,1.36,5.07,-2.65,-4.46,1.73,4.0,0.95,6.78,331.21,1.75,355.7,38.76,8.01,77.94,2.57,1.35,4.86,357.95,347.62,379.57,44300,23945,97421
696,2023-10-24,00:00:00,0,5.65,5.07,6.58,3.86,-0.47,5.12,-3.18,-5.01,1.75,1.77,-2.42,5.86,319.56,41.26,336.98,17.64,-26.12,82.0,1.55,0.59,3.36,374.06,353.42,394.94,116031,44163,198191
697,2023-10-24,06:00:00,0,5.18,4.35,5.73,4.29,1.47,5.17,-2.52,-4.49,0.0,0.96,-2.09,4.13,329.11,4.02,355.28,10.71,-23.64,56.51,1.57,0.71,3.46,372.86,359.39,392.04,98800,25004,197569
698,2023-10-24,12:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
699,2023-10-24,18:00:00,2,4.45,1.2,5.52,2.75,-1.03,4.86,-1.86,-3.78,-0.15,0.51,-1.77,2.5,318.82,184.14,345.25,6.74,-38.43,60.58,4.37,0.53,10.54,345.3,312.51,406.9,23866,14478,234967
700,2023-10-25,00:00:00,1,3.37,2.38,4.73,2.88,1.91,4.17,-1.36,-2.26,-0.8,0.19,-0.84,1.82,334.44,323.5,343.52,3.25,-10.54,33.87,5.89,4.39,7.12,333.7,327.5,346.1,15636,10505,19351
701,2023-10-25,06:00:00,1,4.47,2.66,4.92,3.92,-3.37,4.44,-1.75,-2.79,2.35,0.1,-3.2,1.98,333.48,141.59,347.75,1.25,-71.97,23.85,5.01,2.43,7.32,325.9,297.9,453.7,12887,8026,187777
702,2023-10-25,12:00:00,1,3.76,1.09,5.61,0.07,-3.71,3.88,-1.17,-4.52,2.77,-0.93,-4.33,1.14,273.47,135.09,342.34,-13.7,-79.02,47.73,10.82,5.26,14.66,315.4,309.3,324.3,18291,7802,24882
703,2023-10-25,18:00:00,1,5.27,1.93,6.55,-2.84,-4.83,3.7,3.54,-2.95,5.11,-1.32,-5.23,1.98,128.2,105.78,333.56,-16.72,-61.86,20.4,8.8,5.74,14.54,330.7,309.7,337.8,19094,9389,45254
704,2023-10-26,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
705,2023-10-26,06:00:00,2,10.67,6.26,13.23,-5.48,-8.16,1.69,5.49,-3.77,10.08,-6.07,-11.81,6.94,139.38,84.23,299.17,-37.1,-78.55,81.93,9.71,2.03,18.26,380.0,361.7,409.83,68775,36054,149620
706,2023-10-26,12:00:00,2,9.28,6.43,11.95,-4.45,-9.13,2.41,5.06,-6.57,9.26,0.1,-10.52,9.56,134.77,84.76,294.79,0.48,-81.32,77.79,3.59,0.99,7.69,477.36,387.93,519.3,245211,62635,480779
707,2023-10-26,18:00:00,2,8.66,7.35,9.54,-5.8,-8.65,-0.76,4.49,-2.34,8.74,-1.47,-7.98,5.79,147.91,93.16,210.6,-9.69,-76.56,43.03,1.52,0.22,12.01,500.6,444.53,552.39,264959,62410,588022
708,2023-10-27,00:00:00,0,10.48,8.53,11.13,-7.36,-8.86,-3.83,6.33,1.3,8.65,-3.19,-8.29,-0.66,140.22,122.05,159.18,-17.67,-61.97,-3.58,1.68,1.21,2.45,465.81,428.5,491.75,205811,82324,447682
709,2023-10-27,06:00:00,0,9.69,3.58,10.81,-6.09,-9.34,2.53,5.48,1.58,8.17,-2.21,-5.46,1.49,120.54,45.87,167.76,-14.78,-34.11,22.71,1.72,1.01,4.4,431.66,396.89,461.1,110700,33986,214821
710,2023-10-27,12:00:00,0,5.28,4.69,5.77,-4.33,-5.11,-2.6,2.76,0.92,3.78,-0.98,-3.24,1.71,146.52,127.23,167.74,-10.34,-40.55,19.8,3.43,1.28,5.19,387.23,368.71,418.57,62339,33813,99724
711,2023-10-27,18:00:00,0,6.55,4.84,7.79,-5.19,-7.56,0.09,3.37,0.17,5.64,-0.71,-4.19,4.01,146.46,88.3,177.84,-5.97,-41.26,42.87,4.51,2.75,7.62,364.06,343.64,390.04,46969,18465,105700
712,2023-10-28,00:00:00,0,8.84,6.99,11.72,-6.64,-8.4,-1.62,4.69,-1.26,10.09,-0.1,-9.1,4.78,146.1,106.99,191.09,-0.7,-67.29,34.19,5.66,3.48,11.37,355.72,342.08,394.06,50045,26451,101238
713,2023-10-28,06:00:00,0,9.88,5.7,12.6,-6.23,-9.74,-0.43,4.11,-11.54,10.03,-4.44,-8.07,5.91,156.29,100.53,264.22,-25.88,-48.08,48.25,5.31,2.56,11.54,453.61,390.42,482.49,173905,58851,303629
714,2023-10-28,12:00:00,0,9.93,5.83,11.84,-3.13,-7.51,3.94,8.2,-4.65,10.64,-2.23,-9.5,6.7,110.95,57.63,298.27,-13.0,-65.41,62.48,3.46,0.46,7.96,461.44,409.76,537.27,151215,34170,337176
715,2023-10-28,18:00:00,0,8.48,5.13,10.27,-3.96,-7.87,5.2,1.4,-9.41,8.88,-1.13,-8.11,6.21,173.55,51.05,314.78,-7.56,-72.12,51.2,2.11,0.21,4.61,519.47,457.82,575.18,214367,80339,358069
716,2023-10-29,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
717,2023-10-29,06:00:00,2,6.84,4.57,8.43,-3.76,-8.35,2.1,2.2,-4.26,6.36,-2.86,-7.46,4.92,153.5,39.19,249.65,-23.86,-82.86,49.2,2.51,0.1,6.05,607.88,509.6,672.22,185544,5000,464350
718,2023-10-29,12:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
719,2023-10-29,18:00:00,2,5.57,5.12,6.53,-4.03,-5.81,-0.88,2.1,-2.11,5.56,-2.18,-5.06,3.34,153.56,98.87,212.09,-23.14,-62.68,37.94,1.1,0.2,2.48,572.6,554.29,625.46,109784,5000,272014
720,2023-10-30,00:00:00,2,5.38,4.67,5.69,-4.74,-5.48,-0.76,1.25,-1.94,4.57,0.17,-4.66,4.59,162.13,105.44,201.83,1.9,-60.96,65.61,1.78,0.1,10.72,559.36,533.45,595.0,147171,75381,437962
721,2023-10-30,06:00:00,1,4.95,4.48,5.23,-3.24,-4.95,0.45,1.27,-2.91,3.87,-0.05,-4.91,4.11,157.24,78.52,238.69,-0.53,-73.46,55.86,3.21,0.54,13.56,531.7,504.2,561.6,130954,10101,483792
722,2023-10-30,12:00:00,1,4.65,3.69,5.16,-1.82,-3.93,2.58,-1.6,-4.2,3.97,2.34,-4.95,4.48,219.69,27.5,326.75,33.1,-76.74,80.78,8.07,0.31,14.9,542.9,512.8,570.0,250974,7463,494637
723,2023-10-30,18:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
724,2023-10-31,00:00:00,2,4.38,3.02,4.92,-2.9,-4.73,1.37,0.86,-3.04,4.28,1.15,-2.35,4.24,150.91,67.75,226.43,15.57,-29.23,81.59,2.44,1.04,14.29,509.6,486.7,541.74,94749,60597,363716
725,2023-10-31,06:00:00,2,4.87,3.97,5.38,-2.92,-4.64,0.0,1.55,-2.76,4.93,-2.6,-4.67,3.82,155.52,98.13,226.53,-32.69,-70.65,66.36,2.23,1.0,13.76,489.07,460.76,525.14,84144,51078,400384
726,2023-10-31,12:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
727,2023-10-31,18:00:00,2,4.45,2.13,4.87,-3.25,-4.51,-0.71,-2.18,-3.94,2.98,-0.88,-3.68,2.62,210.69,122.44,259.35,-11.54,-60.39,41.35,1.71,0.89,14.29,479.76,455.95,516.5,83418,57596,422006
728,2023-11-01,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
729,2023-11-01,06:00:00,2,4.0,3.71,4.28,-3.09,-4.05,-0.02,0.82,-2.04,3.18,-1.15,-3.95,2.51,161.97,89.73,213.4,-17.93,-80.94,38.52,5.07,1.13,7.63,459.6,438.11,482.2,162044,39265,300325
730,2023-11-01,12:00:00,2,4.04,3.31,4.62,-2.19,-4.42,0.4,1.95,-2.47,3.67,-0.94,-4.02,3.34,148.26,81.31,236.8,-13.53,-71.69,60.24,1.93,0.61,7.95,453.5,418.68,483.4,82399,21753,243509
731,2023-11-01,18:00:00,2,3.32,2.84,4.03,-1.45,-3.04,0.97,2.39,-1.14,3.35,-1.0,-3.41,2.7,125.03,67.32,267.81,-17.73,-76.77,58.62,2.66,0.69,7.87,454.9,426.71,478.02,86100,28147,251815
732,2023-11-02,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
733,2023-11-02,06:00:00,2,3.02,2.02,3.51,-1.33,-3.18,2.03,2.11,-1.72,3.08,-0.72,-2.79,2.39,123.33,18.27,214.55,-14.06,-64.34,56.6,4.5,1.43,5.97,437.2,399.31,453.5,128069,56583,206275
734,2023-11-02,12:00:00,1,3.37,2.98,3.7,-2.68,-3.49,-1.05,0.5,-3.2,2.68,-1.07,-3.06,1.12,167.91,116.25,248.82,-18.48,-64.95,20.59,5.85,3.27,6.88,436.0,416.7,454.1,187140,63395,331976
735,2023-11-02,18:00:00,1,3.5,3.25,3.66,-3.05,-3.54,-1.62,1.15,-1.64,2.24,-0.75,-2.76,1.58,163.52,122.66,208.42,-12.69,-52.06,28.06,4.01,1.11,6.43,468.1,396.1,487.0,195152,5000,430625
736,2023-11-03,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
737,2023-11-03,06:00:00,2,3.38,2.94,3.69,-2.35,-3.5,-0.16,1.04,-0.87,2.42,-1.89,-3.06,2.01,157.94,98.68,200.08,-33.87,-76.96,38.94,2.52,0.46,5.69,354.75,345.41,488.5,47719,9866,207453
738,2023-11-03,12:00:00,1,3.45,2.88,4.15,-2.14,-4.02,1.2,1.46,-2.64,3.06,1.95,-0.17,3.03,145.62,36.84,229.7,33.09,-3.22,67.73,5.25,0.37,5.86,475.3,359.1,493.3,202081,5587,208101
739,2023-11-03,18:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
740,2023-11-04,00:00:00,2,3.3,2.8,3.84,-1.81,-3.01,-0.07,2.23,0.61,3.0,-1.51,-3.01,0.41,128.83,90.54,166.13,-27.65,-63.13,7.34,4.06,1.04,6.04,472.1,314.33,474.5,187901,5000,244182
741,2023-11-04,06:00:00,2,3.65,1.91,6.41,-2.32,-5.92,3.41,1.41,-1.27,2.14,-2.21,-3.21,0.47,142.99,2.84,350.33,-33.69,-73.17,7.52,2.94,0.76,21.14,317.45,287.2,470.5,28259,18448,815431
742,2023-11-04,12:00:00,1,4.74,2.34,17.22,-0.76,-10.29,7.78,0.6,-10.68,7.41,-3.0,-14.7,1.28,107.07,1.23,351.19,-37.69,-83.81,21.81,19.76,11.03,51.7,328.3,308.3,361.1,26765,13729,45101
743,2023-11-04,18:00:00,1,14.52,11.5,16.8,-5.15,-11.97,0.19,-8.89,-15.65,-0.79,-6.68,-14.0,10.03,240.84,202.9,270.48,-28.12,-86.4,52.55,30.55,1.01,49.49,330.1,309.1,389.4,29793,9079,86899
744,2023-11-05,00:00:00,1,11.83,7.5,15.14,-1.42,-4.78,5.23,-7.73,-13.82,3.56,6.31,-4.41,11.2,263.03,137.33,305.44,36.13,-20.52,75.37,8.09,1.32,13.43,323.1,305.8,443.5,34489,6680,97282
745,2023-11-05,06:00:00,1,20.05,7.32,40.28,7.48,-5.0,22.45,-9.08,-28.77,19.77,1.36,-26.32,38.76,320.21,7.13,357.04,5.25,-53.57,87.69,21.17,1.74,48.18,388.3,307.9,492.9,99673,9383,328125
746,2023-11-05,12:00:00,1,24.23,18.06,40.5,12.4,-0.13,17.52,-5.85,-37.52,14.06,-15.06,-21.36,37.64,337.07,1.77,356.89,-39.46,-60.99,71.32,36.49,22.09,62.08,476.1,448.5,511.1,188134,73023,385167
747,2023-11-05,18:00:00,1,19.16,12.38,23.98,-4.21,-18.41,17.54,-11.38,-21.08,8.25,4.31,-12.48,16.39,264.49,4.33,355.22,16.52,-44.08,51.71,17.53,7.79,32.54,470.1,414.6,531.7,258590,128676,377600
748,2023-11-06,00:00:00,1,16.45,11.45,18.88,11.22,-5.33,16.33,-8.95,-15.19,11.27,-5.83,-12.9,11.2,332.0,3.05,346.74,-19.79,-61.71,61.35,11.61,7.65,20.49,480.3,420.8,523.9,233869,42170,379141
749,2023-11-06,06:00:00,1,13.77,11.54,15.41,-3.92,-13.3,12.25,-7.77,-14.69,4.82,0.18,-9.07,12.4,242.84,10.49,350.24,0.74,-42.27,65.43,10.15,4.53,14.75,522.6,446.5,577.7,223653,42503,488513
750,2023-11-06,12:00:00,1,7.95,5.35,13.19,4.5,-1.73,7.75,-1.34,-7.57,6.57,5.41,-7.42,11.44,348.59,1.33,358.09,41.87,-71.06,71.12,3.85,0.1,14.88,540.2,472.6,610.5,173393,5000,508829
751,2023-11-06,18:00:00,1,6.38,5.09,7.57,2.68,-2.59,6.05,-2.62,-6.49,2.43,-0.94,-6.66,5.75,310.87,1.87,355.59,-9.35,-84.66,64.61,6.23,3.56,7.27,481.5,468.5,492.1,339298,179037,478354
752,2023-11-07,00:00:00,1,5.03,4.27,5.68,3.44,-0.06,4.88,-1.87,-4.57,3.35,-0.95,-5.34,3.32,337.42,1.11,358.22,-11.36,-82.77,44.54,4.97,3.41,6.54,477.3,473.9,493.7,194610,176624,420223
753,2023-11-07,06:00:00,1,4.97,4.13,5.62,3.04,-0.57,4.85,-0.04,-4.88,5.04,1.91,-1.81,4.16,6.87,0.43,357.41,23.74,-21.13,64.14,5.69,4.91,6.56,484.5,476.2,495.2,287914,193036,408437
754,2023-11-07,12:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
755,2023-11-07,18:00:00,2,7.64,5.88,9.17,5.27,0.79,8.13,0.01,-7.44,6.02,3.19,-4.08,7.44,354.32,0.16,356.14,25.94,-32.59,65.58,1.99,0.1,12.85,610.5,471.6,693.14,190718,5000,605976
