,Timestamp,Unnamed: 1,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max
312,2023-07-19,12:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
313,2023-07-19,18:00:00,2,4.81,4.47,5.25,3.94,2.17,4.77,1.34,-3.45,3.65,1.64,-1.7,3.97,15.58,1.33,357.6,20.15,-20.64,53.59,3.67,1.66,4.71,404.48,384.87,422.7,78655,54313,112601
314,2023-07-20,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
315,2023-07-20,06:00:00,2,4.69,4.01,5.81,2.02,-4.0,5.08,-3.79,-5.44,0.92,0.29,-3.04,2.79,301.98,4.92,355.26,3.59,-41.28,33.56,2.86,0.1,5.12,389.67,363.08,504.2,43903,5558,162914
316,2023-07-20,12:00:00,0,5.34,4.07,11.83,3.92,-9.96,6.21,-1.68,-6.93,1.6,0.16,-9.5,3.89,323.39,0.88,358.47,1.82,-80.32,45.28,4.12,2.35,17.19,366.46,352.64,455.66,77576,29550,283644
317,2023-07-20,18:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
318,2023-07-21,00:00:00,2,7.32,5.22,8.72,3.83,-6.22,7.13,-3.1,-7.13,2.91,0.43,-7.06,5.17,299.47,1.5,356.53,3.44,-71.91,40.07,7.95,4.06,12.64,412.3,381.72,442.5,116617,84577,236198
319,2023-07-21,06:00:00,1,4.72,2.31,6.78,-0.39,-3.22,3.31,-2.94,-6.08,3.13,1.41,-4.7,6.28,263.83,6.61,348.55,18.59,-59.0,82.82,9.28,6.51,12.42,398.3,377.6,420.4,76077,47336,99576
320,2023-07-21,12:00:00,1,4.82,0.88,5.35,2.36,-0.76,4.9,-2.1,-4.78,2.1,-0.4,-4.06,4.48,315.84,4.53,357.91,-4.97,-69.52,69.05,6.9,4.82,10.89,377.3,372.9,389.0,60178,46212,84132
321,2023-07-21,18:00:00,1,10.16,4.85,14.54,1.27,-1.76,6.41,-5.72,-12.18,9.97,-0.84,-14.74,8.17,289.8,12.88,341.93,-8.04,-86.59,49.79,9.7,5.01,14.95,420.8,368.1,437.1,97576,51828,149687
322,2023-07-22,00:00:00,1,8.41,7.43,10.8,3.41,-0.35,5.13,-7.0,-8.68,1.74,1.06,-7.52,7.56,297.5,53.87,333.03,7.33,-73.55,47.82,5.31,3.3,9.24,411.0,387.9,422.9,74786,52083,112753
323,2023-07-22,06:00:00,1,7.66,5.27,8.37,3.51,-1.09,6.4,-6.09,-7.71,-1.8,-0.16,-5.77,3.89,298.54,230.19,333.18,-1.28,-71.31,29.39,4.42,3.03,6.43,422.7,403.3,449.2,86789,57610,274706
324,2023-07-22,12:00:00,1,7.66,6.75,8.2,3.96,1.73,6.14,-4.06,-6.8,-1.32,4.22,0.08,6.77,314.74,286.78,345.93,33.9,0.68,59.32,5.99,2.84,7.59,459.4,429.1,477.8,383950,89878,501597
325,2023-07-22,18:00:00,1,5.91,5.52,7.0,4.12,0.46,5.78,-3.65,-6.74,1.13,0.99,-3.76,3.81,321.18,0.95,356.09,9.6,-36.47,38.28,4.86,2.7,7.24,450.0,430.0,472.2,289657,98914,495291
326,2023-07-23,00:00:00,1,5.76,5.25,6.43,4.99,3.15,5.72,-1.94,-5.04,1.29,1.4,-2.27,3.5,337.65,1.15,358.78,13.74,-21.39,35.9,4.58,2.74,6.32,440.7,409.1,476.4,203089,83001,518162
327,2023-07-23,06:00:00,1,6.47,5.97,7.16,5.32,2.03,6.61,2.83,-4.89,4.12,-1.45,-4.92,2.01,13.44,8.4,339.29,-13.07,-53.98,19.24,4.35,0.44,6.82,429.8,401.8,469.5,258330,30148,579845
328,2023-07-23,12:00:00,1,6.18,5.58,7.13,4.82,2.5,6.41,1.55,-4.02,4.64,-2.72,-5.97,2.85,15.8,0.95,358.89,-26.3,-63.79,28.65,3.95,0.4,5.8,430.7,392.8,470.4,225876,28915,372987
329,2023-07-23,18:00:00,1,6.35,5.37,7.29,4.15,1.45,6.18,2.08,-1.1,4.98,-3.87,-6.16,-0.5,26.16,0.99,358.67,-40.23,-72.24,-4.4,3.66,0.35,5.37,431.8,405.4,478.5,192519,11948,344673
330,2023-07-24,00:00:00,1,5.73,4.15,6.36,3.21,-1.39,5.18,-3.1,-4.93,3.26,3.02,-4.27,5.51,317.15,6.3,356.3,31.6,-57.16,84.48,3.46,1.87,5.4,430.9,420.5,482.8,132907,56248,320931
331,2023-07-24,06:00:00,1,5.93,5.21,6.59,3.65,0.84,5.68,-2.06,-5.42,2.64,2.74,-5.21,5.36,331.77,1.75,356.93,27.6,-61.53,69.86,3.26,0.77,5.6,423.2,407.1,468.5,137596,47869,335584
332,2023-07-24,12:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
333,2023-07-24,18:00:00,2,5.76,4.05,6.91,3.71,1.13,5.48,-2.6,-5.48,3.71,-1.51,-5.9,4.22,335.22,1.22,358.19,-16.58,-66.19,38.99,2.82,0.4,5.95,425.49,380.22,468.5,174670,12198,439883
334,2023-07-25,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
335,2023-07-25,06:00:00,2,5.89,5.13,6.77,3.62,-0.62,5.34,-3.29,-4.97,0.4,1.63,-5.53,5.25,318.45,7.54,349.29,16.42,-80.41,59.77,0.64,0.18,3.34,392.74,368.03,416.4,116451,13722,221874
336,2023-07-25,12:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
337,2023-07-25,18:00:00,2,6.64,5.28,15.43,4.19,-7.65,9.99,-1.88,-9.24,11.54,-3.9,-10.43,11.57,335.63,0.75,357.56,-35.94,-79.65,63.93,3.02,0.46,14.75,385.65,354.55,549.58,126116,13507,642822
338,2023-07-26,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
339,2023-07-26,06:00:00,2,7.87,5.53,10.23,2.37,-5.78,6.14,-5.89,-8.09,4.93,-3.63,-7.96,5.73,295.52,17.41,341.67,-28.12,-74.65,45.97,4.14,1.34,8.24,484.9,445.82,519.5,180420,121763,440523
340,2023-07-26,12:00:00,2,5.96,4.85,6.8,2.05,-6.44,3.46,-4.16,-5.66,-2.04,-2.1,-3.62,0.83,274.44,198.5,310.66,-22.42,-36.37,7.48,4.86,1.13,13.01,507.3,486.7,585.6,159931,12707,667394
341,2023-07-26,18:00:00,2,6.79,6.55,7.12,-6.3,-6.66,-5.41,-2.6,-3.66,-1.66,-0.29,-1.47,0.88,202.49,193.93,213.92,-2.44,-12.19,7.25,10.54,0.23,11.68,532.8,513.3,560.76,361906,11860,590860
342,2023-07-27,00:00:00,2,7.33,6.63,7.74,-6.9,-7.52,-4.75,-0.7,-2.29,1.69,1.82,-0.31,4.99,184.34,159.97,198.02,14.25,-2.58,44.72,1.62,0.67,12.12,495.62,466.37,532.8,16591,10372,419051
343,2023-07-27,06:00:00,2,7.22,5.86,7.55,-6.74,-7.21,-5.36,-1.14,-2.27,-0.05,2.01,-1.25,3.02,189.8,179.1,197.56,17.19,-9.72,24.14,2.88,1.21,10.75,464.14,444.6,484.64,16310,9903,34484
344,2023-07-28,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
345,2023-07-28,06:00:00,2,5.88,5.16,6.53,-4.98,-6.25,-3.13,0.98,-1.64,3.97,2.47,0.28,4.05,167.42,127.21,197.62,24.17,2.98,43.79,2.71,1.43,4.27,394.11,378.89,404.72,87390,35956,127761
346,2023-07-28,12:00:00,1,6.5,5.17,7.12,-4.01,-6.26,-0.16,3.67,-2.58,6.17,-1.27,-5.26,6.25,138.59,88.93,220.57,-11.11,-49.13,73.57,4.85,1.61,6.4,388.3,358.4,408.7,53550,18582,101346
347,2023-07-28,18:00:00,1,6.13,5.57,6.96,-3.08,-5.84,0.18,3.79,-4.51,5.72,-3.34,-5.06,0.07,130.17,84.29,242.47,-33.31,-55.35,0.73,2.93,1.37,5.29,393.7,380.8,415.7,57045,41611,88752
348,2023-07-29,00:00:00,1,5.59,4.97,5.87,-3.57,-4.85,-1.81,2.47,-1.61,4.03,-2.63,-4.08,4.6,152.42,118.18,201.58,-28.41,-48.5,54.8,1.54,0.54,2.77,384.0,335.1,409.3,46885,5000,97112
349,2023-07-29,06:00:00,1,5.33,4.43,6.47,-1.39,-4.16,2.03,3.5,-0.7,5.13,1.29,-5.47,5.23,109.05,15.06,340.85,14.75,-73.89,78.78,3.55,0.6,5.11,382.4,334.9,400.8,49029,5000,90148
350,2023-07-29,12:00:00,1,5.76,2.85,6.27,-1.33,-4.51,4.09,2.24,-3.68,5.94,-3.22,-5.71,5.28,129.41,19.76,337.68,-35.75,-77.15,77.85,6.79,4.28,8.39,388.9,362.8,410.1,76391,47900,115252
351,2023-07-29,18:00:00,1,6.7,4.36,8.88,1.62,-2.07,5.9,1.97,-4.67,7.23,5.2,-2.95,8.15,45.32,2.49,358.84,49.52,-35.28,79.91,7.75,3.92,10.25,401.4,379.8,441.3,84749,61420,141701
352,2023-07-30,00:00:00,1,6.95,5.93,8.39,-0.71,-5.65,3.65,-1.98,-6.61,6.07,-2.98,-7.13,7.61,246.77,4.99,346.13,-27.36,-70.13,75.35,5.03,2.39,6.42,442.5,424.4,472.9,125361,58249,277872
353,2023-07-30,06:00:00,1,5.48,3.95,6.7,-4.09,-4.96,-1.38,1.13,-2.29,4.59,-3.24,-5.36,2.08,163.47,110.72,207.34,-33.91,-55.98,31.72,3.15,1.28,7.72,506.5,454.8,527.9,191823,40986,430864
354,2023-07-30,12:00:00,1,5.78,4.87,6.36,-3.6,-4.94,1.22,3.24,0.63,5.56,-2.91,-5.02,2.47,134.45,71.83,169.4,-31.5,-52.55,27.35,5.65,3.58,7.76,484.8,475.7,500.0,278906,137726,413089
355,2023-07-30,18:00:00,1,5.04,3.42,6.05,-2.96,-5.3,4.02,3.53,-0.64,5.09,-0.68,-3.85,3.8,126.55,26.22,186.58,-8.23,-43.02,61.35,6.98,3.8,7.76,485.3,476.7,498.2,415725,153602,449216
356,2023-07-31,00:00:00,1,5.32,4.51,5.95,-1.34,-4.19,2.52,4.06,-0.28,5.41,-3.16,-5.16,1.08,105.31,14.21,324.25,-34.94,-81.55,12.27,5.16,1.58,7.41,486.2,448.2,503.1,368941,68907,441687
357,2023-07-31,06:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
358,2023-07-31,12:00:00,2,4.65,3.78,5.47,-3.43,-4.61,1.7,2.16,-0.87,4.54,-1.03,-4.44,2.41,130.81,47.66,191.56,-13.78,-64.33,36.06,1.58,0.92,7.14,365.32,343.44,469.0,63484,22377,423037
359,2023-07-31,18:00:00,0,4.63,4.06,5.21,-1.85,-4.44,2.52,3.32,0.92,4.77,-1.96,-4.31,-0.37,111.68,55.26,167.76,-25.01,-59.04,-4.59,2.03,1.18,3.42,367.46,344.13,406.37,37383,21945,90588
360,2023-08-01,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
361,2023-08-01,06:00:00,2,4.62,2.55,11.56,-3.61,-10.59,-1.84,-1.14,-8.92,1.31,1.43,-2.98,3.18,199.67,161.7,239.0,22.49,-17.79,34.33,5.8,2.17,14.2,380.05,361.69,409.8,42570,24338,176308
362,2023-08-01,12:00:00,1,6.18,3.88,12.36,-3.28,-5.57,10.03,-3.54,-8.42,4.32,-1.84,-4.32,3.75,222.85,113.56,328.8,-16.96,-47.71,18.63,21.04,6.17,25.02,396.0,385.3,418.1,77587,36600,129413
363,2023-08-01,18:00:00,1,9.03,6.36,11.5,5.54,2.22,9.0,-6.82,-8.45,-3.6,0.87,-2.01,6.72,310.36,291.05,332.16,5.24,-13.23,50.06,9.81,6.71,12.53,382.8,374.8,400.3,63283,41669,148616
364,2023-08-02,00:00:00,1,10.59,7.87,11.78,3.69,-1.24,5.91,-9.07,-10.8,-4.17,3.37,-3.68,9.47,292.36,252.44,308.93,19.53,-18.66,62.24,10.2,6.01,13.6,398.3,388.8,411.7,51603,19383,105477
365,2023-08-02,06:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
366,2023-08-02,12:00:00,2,6.78,3.99,9.8,-2.27,-4.83,4.43,3.18,-3.88,4.66,-5.2,-9.41,0.92,112.83,10.53,348.98,-46.87,-83.31,11.5,13.91,7.13,16.23,382.4,370.5,391.3,37468,8274,67271
367,2023-08-02,18:00:00,1,4.23,3.11,6.16,2.25,-2.14,5.56,2.6,-0.6,4.87,-0.8,-3.6,2.21,53.75,3.37,357.62,-10.39,-62.31,27.82,11.12,8.63,13.94,375.4,352.9,390.7,47214,29211,67076
368,2023-08-03,00:00:00,1,4.63,2.57,6.34,-1.76,-4.12,5.55,3.36,-1.4,5.27,-0.17,-2.76,3.51,109.46,5.85,349.44,-2.27,-46.41,39.55,9.28,6.33,13.05,341.7,323.4,357.8,21794,10185,50599
369,2023-08-03,06:00:00,1,4.6,2.9,7.36,-2.67,-6.0,0.0,-3.32,-6.41,0.91,-0.88,-4.55,1.36,230.4,163.37,269.99,-11.5,-45.62,23.08,7.55,1.97,10.58,361.4,341.1,371.3,33959,8702,65348
370,2023-08-03,12:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
371,2023-08-03,18:00:00,2,9.34,8.77,9.66,-8.8,-9.38,-8.09,0.26,-3.29,4.46,1.79,-1.26,3.86,175.17,151.23,200.88,10.94,-7.82,24.47,2.62,1.37,4.27,333.41,322.1,475.2,10121,5000,306591
372,2023-08-04,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
373,2023-08-04,06:00:00,2,14.14,9.93,16.05,-10.52,-14.35,-7.79,7.73,-2.67,11.41,1.93,-5.78,9.73,148.56,127.31,193.44,8.11,-24.18,45.76,2.4,0.11,4.56,365.02,321.45,447.5,50367,5000,321830
374,2023-08-04,12:00:00,1,13.22,11.2,14.82,-9.63,-13.15,-3.78,6.0,-1.76,10.01,-2.62,-12.71,12.13,150.81,120.23,190.01,-12.58,-68.42,59.4,8.19,1.93,13.69,402.5,375.1,418.1,131180,78235,240137
375,2023-08-04,18:00:00,1,11.34,6.71,13.83,-4.07,-11.48,4.83,3.92,-1.68,9.56,-7.36,-12.14,-2.69,128.63,23.21,259.44,-48.99,-84.2,-16.24,8.42,6.14,11.11,388.4,358.8,402.0,107668,64569,188489
376,2023-08-05,00:00:00,1,19.3,9.92,23.47,-2.21,-8.95,9.57,12.28,-5.13,20.34,-10.44,-20.39,10.06,107.04,46.81,219.07,-41.31,-75.12,57.36,11.7,3.57,27.55,413.9,365.5,460.1,125676,73752,226237
377,2023-08-05,06:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
378,2023-08-05,12:00:00,2,5.52,3.76,6.94,-0.62,-3.54,2.04,0.28,-2.38,4.32,5.28,-2.42,6.85,153.88,27.59,318.7,73.87,-26.62,87.65,5.33,0.1,15.52,485.3,327.9,576.6,373513,14984,993438
379,2023-08-05,18:00:00,0,7.31,4.96,7.86,-4.53,-5.74,-2.54,3.13,-0.76,5.28,4.12,-1.15,6.3,147.49,117.09,185.68,34.47,-12.18,56.3,0.1,0.1,0.51,364.81,299.08,427.65,49461,11171,253560
380,2023-08-06,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
381,2023-08-06,06:00:00,2,7.45,7.03,7.77,-6.16,-6.65,-5.42,-1.17,-2.45,0.08,4.17,2.94,4.86,190.5,179.07,203.18,33.96,23.32,39.37,0.1,0.1,6.29,363.87,320.78,479.3,58397,14174,441918
382,2023-08-06,12:00:00,2,6.5,4.37,7.84,-3.16,-6.15,1.05,4.15,-1.8,6.81,2.48,-2.36,5.21,133.08,79.12,202.27,24.56,-25.28,44.71,0.57,0.11,6.53,360.73,301.59,485.4,52867,11952,440072
383,2023-08-06,18:00:00,0,6.69,5.44,7.24,-3.95,-6.11,0.85,5.25,0.15,7.2,-0.21,-2.06,2.13,123.18,82.14,177.29,-1.73,-20.21,20.93,0.17,0.1,0.6,366.12,333.89,394.56,71088,18096,196362
384,2023-08-07,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
385,2023-08-07,06:00:00,2,7.73,6.76,13.11,-6.47,-7.94,-0.58,3.24,-2.79,11.96,2.89,-5.16,5.93,149.34,96.14,202.16,21.51,-23.22,58.09,0.95,0.44,5.3,362.64,328.61,479.7,58340,24959,341898
386,2023-08-07,12:00:00,1,8.03,4.61,11.84,-4.63,-8.9,3.19,-2.27,-7.01,9.97,-1.18,-6.16,7.49,186.0,17.75,261.01,-8.3,-48.49,66.2,6.13,1.32,7.64,477.9,412.8,493.5,346157,72768,469099
387,2023-08-07,18:00:00,1,8.05,6.92,9.03,-1.93,-8.07,7.34,-3.38,-6.62,1.21,-4.69,-8.15,3.04,260.14,1.51,357.5,-37.11,-79.47,21.81,3.31,0.7,7.26,493.8,480.0,596.8,203586,13957,438588
388,2023-08-08,00:00:00,1,6.12,3.75,6.99,-4.31,-6.05,5.42,3.65,-1.98,5.45,0.63,-5.78,2.92,132.99,1.72,356.31,5.73,-66.64,31.47,5.98,1.04,7.85,494.6,480.9,510.1,381909,97960,442326
389,2023-08-08,06:00:00,1,5.39,1.61,6.16,-4.67,-6.04,4.06,0.4,-5.53,3.94,0.32,-3.29,2.43,167.52,2.9,351.03,3.81,-41.18,26.36,6.07,3.1,7.47,484.8,460.9,496.6,238211,160271,432800
390,2023-08-08,12:00:00,1,6.01,2.33,7.69,5.16,-2.0,6.63,2.3,-0.35,7.24,-1.05,-4.11,1.07,30.15,1.97,355.41,-10.85,-35.63,21.78,6.58,3.81,10.24,486.9,458.6,509.4,227321,132469,495823
391,2023-08-08,18:00:00,1,6.83,5.82,7.6,0.65,-3.22,6.0,6.17,1.6,7.28,1.36,-3.29,3.57,82.06,16.17,120.26,11.7,-27.15,33.62,5.73,4.02,7.57,463.3,436.5,492.9,178226,113467,246616
392,2023-08-09,00:00:00,1,6.61,5.92,7.06,2.82,-3.38,5.75,5.7,3.25,6.96,0.14,-1.64,3.85,72.54,31.97,124.23,1.4,-14.26,36.09,5.85,4.47,7.93,425.9,409.1,479.6,68101,35345,218582
393,2023-08-09,06:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
394,2023-08-09,12:00:00,2,6.44,2.18,7.24,4.27,1.02,5.95,3.47,-1.68,6.4,-1.93,-4.71,1.32,33.66,0.25,359.38,-17.96,-43.5,17.37,7.48,4.83,14.43,403.9,386.4,413.6,49326,27299,75564
395,2023-08-09,18:00:00,2,5.66,2.44,7.01,4.59,0.65,5.32,0.83,-2.94,4.23,-2.03,-3.54,1.59,8.52,3.36,356.77,-18.84,-40.04,28.37,9.04,5.79,16.63,386.4,378.4,409.71,24764,10100,46892
396,2023-08-10,00:00:00,2,4.78,3.16,5.79,4.14,0.34,4.81,-0.51,-3.47,1.46,-2.46,-3.49,-0.45,348.29,0.64,359.49,-30.53,-70.4,-6.64,2.84,1.21,6.68,381.5,359.06,422.1,57823,9615,316324
397,2023-08-10,06:00:00,0,3.97,3.35,4.29,3.06,-1.5,3.96,-1.16,-2.81,0.43,-1.99,-3.3,0.97,334.64,2.21,358.74,-30.73,-65.62,15.46,1.38,0.29,3.49,367.33,357.43,387.05,45969,19071,111988
398,2023-08-10,12:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
399,2023-08-10,18:00:00,2,6.82,4.67,8.18,0.22,-4.56,6.78,-2.61,-6.66,0.79,4.42,-1.89,6.57,274.09,139.52,342.55,45.36,-17.05,80.87,5.24,1.95,7.11,483.8,405.47,510.7,184436,78412,218595
400,2023-08-11,00:00:00,-1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999,-99999,-99999
401,2023-08-11,06:00:00,2,4.74,1.26,7.43,1.63,-3.99,5.03,-1.83,-5.93,4.18,1.45,-2.67,5.23,305.27,9.65,349.21,22.9,-51.44,70.19,1.66,0.23,6.99,454.52,402.26,492.09,204164,35053,345895
402,2023-08-11,12:00:00,0,6.31,4.94,7.71,2.99,-0.64,5.4,-4.44,-6.75,1.07,2.28,-4.36,6.88,302.64,9.21,354.97,22.1,-40.49,72.09,1.39,0.13,3.25,453.22,388.74,486.31,178640,21370,345567
403,2023-08-11,18:00:00,0,6.77,5.57,7.61,1.99,-2.39,4.65,-5.68,-7.09,-2.37,2.03,-4.14,5.38,287.6,241.61,325.94,17.75,-37.61,52.86,0.74,0.1,2.45,457.13,407.6,489.59,128659,38632,305340
404,2023-08-12,00:00:00,0,6.09,4.44,6.79,2.69,-1.3,5.56,-4.42,-6.24,2.16,-0.78,-4.66,5.6,303.03,3.53,354.81,-7.72,-54.74,58.54,2.42,0.11,3.83,442.71,423.62,476.78,113640,59466,202024
405,2023-08-12,06:00:00,0,4.88,4.05,5.6,2.74,-0.62,4.73,-2.79,-4.94,0.8,1.42,-3.24,5.06,313.33,1.82,356.5,17.03,-42.8,71.5,1.64,0.15,2.76,439.74,407.75,473.81,128448,35117,255458
406,2023-08-12,12:00:00,0,4.7,4.08,5.0,3.9,1.08,4.69,-1.82,-3.92,1.71,-1.28,-4.61,2.97,338.96,0.96,358.44,-15.82,-70.39,38.09,2.07,0.69,4.03,421.85,406.71,461.53,109693,54650,185285
407,2023-08-12,18:00:00,0,4.9,4.2,5.45,2.61,-1.91,4.54,-2.42,-5.41,2.55,-1.97,-4.58,3.3,325.36,0.26,356.54,-23.6,-66.38,38.86,2.1,0.28,3.32,415.84,388.81,445.39,81262,45395,153344
408,2023-08-13,00:00:00,0,4.83,4.05,5.84,3.25,-1.05,4.63,-2.96,-5.54,3.55,-0.3,-3.37,3.94,318.04,2.18,357.1,-3.24,-42.59,53.36,1.86,0.51,2.92,394.38,366.25,426.09,87375,38853,158260
409,2023-08-13,06:00:00,0,4.47,3.57,5.59,2.29,-2.0,4.16,-2.3,-4.92,1.63,1.96,-2.53,4.45,311.33,8.31,356.68,27.38,-36.0,79.69,1.58,0.48,3.07,387.6,367.62,412.23,91547,32077,168698
410,2023-08-13,12:00:00,0,3.93,3.53,4.44,1.65,-1.4,3.25,-3.08,-4.17,-1.04,0.94,-1.67,3.89,296.39,217.18,335.85,14.11,-22.96,65.9,1.87,0.65,2.74,371.78,359.73,398.09,61236,30451,119434
411,2023-08-13,18:00:00,0,3.8,3.05,4.59,1.18,-2.29,2.55,-2.77,-4.43,0.54,1.06,-3.63,3.47,291.61,9.8,347.42,15.86,-78.86,66.67,1.18,0.41,4.79,343.63,326.9,370.31,35219,12915,97871
412,2023-08-14,00:00:00,0,3.94,2.0,5.02,0.12,-3.97,2.55,-2.67,-4.71,1.24,2.27,-3.06,4.14,276.06,13.11,340.25,34.65,-67.4,82.73,2.11,1.0,4.5,355.64,343.49,369.95,45696,28522,68964
